channel,process,systematic,bin,sum_w,sum_ww
signalregion,single_atop_t_chan,jesUp,15,21.669011291298798,0.7573323392619915
signalregion,single_atop_t_chan,jesUp,16,17.37015905125081,0.6070873751825964
signalregion,single_atop_t_chan,jesUp,17,14.993557812850296,0.524025118618378
signalregion,single_atop_t_chan,jesUp,18,12.7218066290851,0.4446273733731692
signalregion,single_atop_t_chan,jesUp,19,11.288855882402437,0.3945457186800375
signalregion,single_atop_t_chan,jesUp,20,0.0,0.0
signalregion,single_atop_t_chan,nominal,0,1.39800072847089,0.048860150920128485
signalregion,single_atop_t_chan,nominal,1,8.283154316190023,0.28949639420176126
signalregion,single_atop_t_chan,nominal,2,19.467160143957145,0.6803776015627891
signalregion,single_atop_t_chan,nominal,3,37.04701930447859,1.2947939993834048
signalregion,single_atop_t_chan,nominal,4,53.68322797328218,1.8762297953329337
signalregion,single_atop_t_chan,nominal,5,64.72743372820221,2.262224987601949
signalregion,single_atop_t_chan,nominal,6,70.14468655102691,2.4515580724174466
signalregion,single_atop_t_chan,nominal,7,64.27308349144917,2.246345438552907
